ID,date,meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category
308,11/26/2022,403,15,23.71249304,48.1468487,5,0,6.949187296,EXPERT,MeAt
309,9/26/2023,383,7,21.08182719,43.14704877,1,0,36.90046007,nan,MEAT
310,4/2/2024,296,7,20.87950998,63.53883805,1,0,20.01474008,intermediate,dairy
311,9/4/2023,112,14,19.80984304,67.25451541,0,0,19.66466042,Intermediate,MeAt
312,2/11/2022,343,12,19.56984764,78.14125975,4,0,15.46435992,intermediate,MEAT
313,1/17/2024,404,11,28.73863711,73.38769643,2,0,30.66842711,nan,dairy
314,1/6/2022,288,5,9.865658956,80.62423958,3,0,49.49759891,nan,MeAt
315,3/20/2024,381,16,14.13235277,62.95858629,2,0,32.591836,Intermediate,MEAT
316,5/10/2023,225,ten ,19.52273814,81.53740113,2,0,8.966847116,nan,GRAINS
317,7/27/2023,401,15,26.39309181,70.29853689,3,0,44.42866152,Beginner,MeAt
318,2/2/2024,1070,9,10.72678451,45.16881637,4,0,31.24075206,Beginner,dairy
319,8/16/2024,206,12,34.19389693,31.77024331,4,0,14.06587645,intermediate,MEAT
320,6/13/2022,270,7,25.39355055,70.47647117,0,0,45.277938,nan,Vegetables
321,8/17/2022,3190,5,19.91649441,31.6452186,2,0,46.28943543,EXPERT,MeAt
322,6/8/2023,138,11,33.31826851,44.51333301,3,0,43.85680738,intermediate,MeAt
323,2/26/2024,489,7,23.00741442,76.84391119,0,0,32.06228318,Intermediate,MEAT
324,8/1/2022,279,12,20.32577937,53.24355514,0,0,31.91041028,Beginner,MEAT
325,4/5/2024,457,12,25.77926615,62.05743311,4,0,38.21757217,nan,dairy
326,3/21/2022,301,19,13.98114346,61.87899123,0,1,18.63578781,EXPERT,Vegetables
327,5/29/2022,445,19,29.58556815,79.09240012,6,0,46.21047078,Intermediate,GRAINS
328,10/30/2022,153,5,24.42963092,48.02936314,6,0,30.5848515,EXPERT,MeAt
329,3/25/2023,370,11,11.74829014,65.60914578,5,0,34.59722663,nan,MEAT
330,5/17/2023,371,14,31.83341654,73.82978166,2,0,18.85433564,intermediate,MEAT
331,7/3/2023,346,5,10.44219524,56.13045753,0,1,45.27754718,nan,Vegetables
332,4/21/2024,468,12,16.89299633,60.09092769,6,0,13.62812978,EXPERT,MeAt
333,2/13/2022,230,17,30.53782369,31.08000534,6,0,29.7972929,Intermediate,Vegetables
334,5/9/2023,195,9,18.54186255,30.1728751,1,0,14.79706308,Intermediate,MEAT
335,5/14/2022,313,6,15.02147725,65.45204648,5,0,31.67469234,EXPERT,dairy
336,8/18/2023,263,19,25.73247015,86.84371498,4,0,44.4853457,Beginner,MEAT
337,5/23/2023,346,17,22.52882498,85.84843784,1,1,23.10006807,intermediate,MEAT
338,10/18/2023,285,17,22.86643966,75.81474413,2,0,42.63894153,Beginner,MEAT
339,6/1/2023,146,9,30.4683751,32.58041711,3,1,19.67485336,EXPERT,Vegetables
340,4/29/2024,349,15,13.90954511,39.76890298,0,0,17.33541637,Intermediate,Vegetables
341,1/1/2022,202,9,31.97678701,66.82664513,5,0,45.44545504,Intermediate,MEAT
342,2/22/2024,496,16,28.64813022,86.95251761,3,0,40.83352985,EXPERT,dairy
343,1/18/2023,352,8,29.83518145,83.06545653,2,0,37.17047903,nan,MEAT
344,11/13/2022,483,14,20.95430866,32.2788938,6,0,36.53264846,Beginner,Vegetables
345,2/1/2024,472,7,-10,79.08160495,3,0,27.5903689,EXPERT,Vegetables
346,1/5/2022,171,13,32.4402815,78.37175286,2,0,34.98205377,nan,dairy
347,5/6/2022,132,14,11.8104068,44.33139962,4,0,6.888383305,EXPERT,dairy
348,11/28/2023,351,5,25.90176909,80.38896973,1,0,33.49684407,intermediate,Vegetables
349,5/15/2023,472,6,16.99258846,52.26969689,0,0,23.08069108,EXPERT,MEAT
350,8/20/2023,456,15,11.615417,73.4988702,6,0,35.22144843,nan,GRAINS
351,8/29/2024,306,17,13.24566122,52.99705438,3,0,9.606518806,Intermediate,dairy
352,4/1/2022,336,19,14.63647187,74.25394495,4,0,20.55312471,EXPERT,GRAINS
353,1/11/2022,430,16,11.72529559,48.89517532,1,0,8.646737471,Beginner,MEAT
354,7/1/2022,143,15,31.01131016,84.01927608,4,0,42.59176386,Intermediate,GRAINS
355,12/30/2022,271,14,14.86395808,68.66821663,4,1,19.22349577,EXPERT,MeAt
356,1/23/2024,473,5,22.55125534,33.11405662,1,0,8.642918125,intermediate,Vegetables
357,8/20/2024,436,,17.99167081,84.67009711,1,0,,EXPERT,GRAINS
358,10/19/2022,239,19,16.10368226,44.10223289,2,0,37.92029538,Beginner,MeAt
359,5/12/2022,271,17,18.05236756,56.84808848,3,0,28.84866535,EXPERT,MeAt
360,10/28/2022,230,6,30.67097209,76.94329977,4,0,35.40925818,EXPERT,MeAt
361,12/14/2023,157,6,22.20985325,80.75097303,3,0,24.16988838,nan,GRAINS
362,11/23/2022,388,12,25.24579514,35.62034524,2,0,42.23744337,Beginner,MeAt
363,5/25/2022,382,10,17.47089716,32.66326633,2,0,27.61208946,Intermediate,Vegetables
364,1/1/2022,202,9,32.31875912,66.82664513,5,0,45.44545504,Intermediate,MEAT
365,8/21/2024,125,14,34.71039974,51.29164984,2,1,10.0984822,intermediate,dairy
366,6/5/2024,129,9,23.56364508,64.93099381,2,0,16.19685622,EXPERT,Vegetables
367,5/16/2022,326,5,30.5360182,81.24815986,0,0,12.74387146,intermediate,Vegetables
368,12/24/2023,4680,14,24.42931958,31.96857745,6,0,26.20887236,Intermediate,MEAT
369,6/14/2022,128,5,18.22543595,47.80365847,1,0,11.71133717,EXPERT,GRAINS
370,1/29/2022,352,12,33.68244721,78.44376182,5,0,10.3802899,Intermediate,GRAINS
371,11/11/2023,221,16,24.96328939,58.89296042,5,0,47.7868397,intermediate,MEAT
372,7/13/2022,220,11,10.73486114,39.25929392,2,0,16.13298862,nan,dairy
373,6/21/2024,152,6,12.79839818,71.74784866,4,0,22.45254213,intermediate,Vegetables
374,3/24/2024,414,18,27.44176569,53.23423627,6,0,29.10355253,intermediate,MeAt
375,3/10/2023,441,6,30.46767643,63.79733586,4,0,21.51326332,intermediate,dairy
376,9/14/2024,106,14,17.85151987,81.58943012,5,0,13.63799475,nan,MeAt
377,6/19/2022,286,12,11.09154144,30.12623059,6,0,5.580825259,Intermediate,MEAT
378,5/21/2022,317,13,32.40553257,57.7711173,5,1,32.64800033,intermediate,Vegetables
379,1/7/2022,120,11,23.90454338,45.23849247,4,0,15.15774757,Beginner,MEAT
380,3/31/2024,4100,18,21.54332034,80.59668546,6,0,5.993863039,intermediate,dairy
381,6/20/2023,389,7,13.04404778,32.4994091,1,0,25.81670962,Intermediate,MeAt
382,8/19/2024,160,17,28.4932583,34.62871011,0,0,9.303831321,intermediate,dairy
383,5/5/2024,367,18,17.87973803,86.09966591,6,1,17.8913182,Intermediate,dairy
384,3/15/2022,359,10,-10,82.63436743,1,0,47.37095837,intermediate,MeAt
385,1/8/2024,302,12,25.37445601,32.72419689,0,0,14.31756875,intermediate,MeAt
386,6/12/2023,321,9,25.15927361,86.93075735,0,1,49.79633686,intermediate,MEAT
387,8/27/2022,317,17,24.69710928,61.0343629,5,0,47.16175387,intermediate,Vegetables
388,5/26/2022,492,11,33.38004538,46.66932437,3,0,14.03469386,Beginner,Vegetables
389,5/2/2024,358,11,25.492486,53.44092666,3,0,40.506028,Beginner,Vegetables
390,8/23/2022,225,17,21.21943935,32.68670703,1,0,19.86761631,Beginner,MeAt
391,8/3/2022,417,7,20.92913472,54.23387185,2,0,43.46626005,Beginner,Vegetables
392,12/13/2023,225,13,34.12824355,84.22545431,2,0,15.88271879,intermediate,MEAT
393,2/17/2022,428,5,9.783393173,37.64723757,3,0,17.50303234,intermediate,
394,6/25/2024,142,7,22.43139826,68.49791453,1,0,43.81203299,intermediate,MeAt
395,12/9/2023,272,9,28.19867942,49.58030586,5,0,32.86256199,Beginner,MEAT
396,2/27/2023,420,5,60,73.1874872,0,0,21.82762105,Beginner,MEAT
397,7/5/2022,227,8,31.1561323,54.76051957,1,0,16.90123175,intermediate,MEAT
398,2/11/2022,343,12,19.59030651,78.14125975,4,0,15.46435992,intermediate,MEAT
399,2/7/2024,235,11,31.85656177,54.34507012,2,0,14.74606335,nan,dairy
400,2/26/2022,445,15,30.99867912,67.69428663,5,0,46.96450652,EXPERT,MEAT
401,4/28/2023,417,19,26.78896109,58.52439647,4,0,40.24469546,nan,MeAt
402,1/24/2024,358,18,13.11785142,41.46712257,2,0,44.44762222,EXPERT,dairy
403,3/4/2024,411,17,30.0341729,35.89409953,0,0,7.812812368,EXPERT,GRAINS
404,4/14/2023,469,12,60,32.53750495,4,0,35.12106429,nan,MeAt
405,7/15/2024,254,13,29.95860471,33.02933666,0,0,42.25894086,Beginner,MEAT
406,3/12/2023,252,10,18.43067832,85.00750144,6,0,14.29614573,EXPERT,MeAt
407,1/25/2022,,19,-10,54.49838057,1,0,36.25941978,EXPERT,MeAt
408,2/19/2022,373,10,21.34273311,88.36657937,5,0,34.33553895,nan,dairy
409,10/30/2023,1750,13,32.39536493,78.49652637,0,0,36.54209143,nan,
410,1/22/2022,393,6,30.86936609,51.6226692,5,0,27.00660989,Intermediate,Vegetables
411,9/24/2024,114,14,32.63399686,77.03924152,1,0,11.96859083,Beginner,Vegetables
412,12/5/2022,474,10,22.51113273,83.66715341,0,0,19.27874648,Beginner,MEAT
413,2/21/2022,188,10,12.55484049,71.95892251,0,0,48.89628627,intermediate,MEAT
414,5/11/2024,412,13,13.19970521,35.03517215,5,0,38.24345793,Intermediate,Vegetables
415,9/16/2024,210,19,30.48137762,77.2424007,0,0,17.21977048,EXPERT,MEAT
416,11/14/2023,128,10,23.75229851,31.9570769,1,1,48.63271725,EXPERT,Vegetables
417,9/22/2024,326,15,27.97693618,62.10153028,6,0,18.41030857,nan,MEAT
418,9/22/2022,351,12,19.93447471,59.27107183,3,0,48.34215622,intermediate,dairy
419,12/10/2023,240,ten ,12.69859287,80.37957934,6,0,42.11631266,EXPERT,GRAINS
420,2/5/2024,263,14,19.69183987,50.21788354,0,0,19.13197131,Beginner,GRAINS
421,1/7/2024,312,7,30.37795961,57.7976192,6,0,29.54706532,Beginner,GRAINS
422,1/31/2023,379,9,29.84359626,30.36532489,1,0,34.8155563,intermediate,MeAt
423,7/13/2023,132,11,17.43387621,82.75530689,3,0,43.0544085,nan,Vegetables
424,6/26/2022,161,7,12.03816224,78.02129274,6,0,10.71933081,nan,Vegetables
425,1/19/2022,4080,7,17.08357371,50.42280556,2,0,19.40122925,intermediate,Vegetables
426,9/6/2024,315,15,18.42101255,47.48974446,4,0,22.73405687,Intermediate,MeAt
427,6/23/2023,493,10,15.81378396,57.29513337,4,0,23.71376027,Beginner,Vegetables
428,9/6/2023,316,6,13.3286251,75.65126067,2,0,10.48457758,nan,MeAt
429,8/14/2023,475,10,14.7423712,84.38525783,0,0,25.34911156,Beginner,GRAINS
430,1/3/2023,472,11,26.75240087,61.71468658,1,1,18.30864032,EXPERT,MeAt
431,3/25/2022,370,18,21.34234087,46.06660053,4,0,35.42472616,Intermediate,MeAt
432,3/3/2022,466,12,34.08091634,37.21483359,3,0,34.38273462,Beginner,Vegetables
433,9/30/2022,138,15,23.04325117,62.72286727,4,0,10.05640169,intermediate,MEAT
434,10/13/2022,159,14,34.08367082,51.37113883,3,0,38.2857304,intermediate,MEAT
435,12/27/2022,291,19,19.50186272,82.32290031,1,0,27.25345063,Beginner,MeAt
436,12/21/2022,466,,30.55983547,88.29198254,2,0,,Beginner,Vegetables
437,8/9/2024,348,16,24.95281573,70.24053152,4,0,30.40879361,intermediate,GRAINS
438,10/6/2022,397,14,33.4954948,76.41233349,3,0,42.96897698,EXPERT,dairy
439,1/4/2023,105,6,33.24014694,77.60364086,2,0,16.50846657,intermediate,dairy
440,9/11/2023,468,7,11.91042149,81.83769484,0,0,47.81285879,Beginner,MEAT
441,8/13/2023,174,14,27.02437068,61.63591085,6,0,8.652390101,intermediate,dairy
442,10/20/2023,322,6,29.56212311,66.18385837,4,0,5.647155619,Intermediate,MeAt
443,1/19/2022,4080,7,17.39195614,50.42280556,2,0,19.40122925,intermediate,Vegetables
444,4/2/2023,202,5,11.30847189,79.6028796,6,0,31.99855362,Intermediate,dairy
445,1/29/2023,459,16,-10,64.62243987,6,0,30.08322339,Beginner,MEAT
446,11/16/2023,438,16,14.09209504,56.66192095,3,0,36.48184399,nan,GRAINS
447,12/25/2023,411,11,31.92846104,68.16254813,0,0,26.26319493,Beginner,MEAT
448,1/11/2023,4010,16,30.57935039,50.50694428,2,0,31.73222595,EXPERT,MEAT
449,2/17/2023,125,17,15.88088962,31.32161527,4,0,21.04570967,EXPERT,GRAINS
450,3/16/2022,409,6,31.70307034,82.63570577,2,0,28.83712847,nan,Vegetables
451,8/5/2024,3170,14,19.07751842,56.3030988,0,0,15.4110939,Intermediate,Vegetables
452,5/16/2023,484,11,33.55967548,82.1857906,1,0,31.00225872,nan,Vegetables
453,8/28/2023,250,14,13.17999407,32.67382941,0,0,40.2125065,Beginner,dairy
454,4/25/2022,262,18,28.1071327,45.76053856,0,0,16.81117633,intermediate,GRAINS
455,2/22/2023,490,12,17.80679465,32.02015069,2,0,46.92640882,Intermediate,dairy
456,3/31/2022,307,6,34.18778159,59.30247774,3,0,31.08790248,Beginner,MeAt
457,9/17/2024,337,15,31.99554785,54.68036799,1,0,19.22968052,intermediate,dairy
458,7/21/2024,,13,14.89023183,43.22902161,6,0,24.12290836,intermediate,MEAT
459,5/24/2024,325,18,33.67589969,89.42170692,4,0,12.85654331,nan,GRAINS
460,10/23/2023,262,6,26.68375995,52.61913252,0,0,32.26667879,intermediate,Vegetables
461,1/12/2022,187,13,18.16083941,30.22902805,2,0,42.33752898,EXPERT,MEAT
462,2/1/2023,213,5,26.16514784,36.056472,2,0,41.3473019,Beginner,Vegetables
463,7/30/2023,341,9,-10,44.34952667,6,0,36.75032202,EXPERT,MeAt
464,2/12/2022,419,15,11.64065361,58.74420379,5,0,15.17149386,Intermediate,dairy
465,6/17/2022,259,16,31.79581947,73.28360707,4,0,20.38312785,Intermediate,dairy
466,2/21/2023,415,15,14.46114913,43.15643772,1,0,35.62157581,intermediate,MeAt
467,8/25/2024,212,6,18.07527996,65.68819288,6,0,7.874589534,Beginner,MEAT
468,3/3/2023,470,12,24.92617292,63.27944088,4,0,19.78511674,Beginner,GRAINS
469,6/29/2023,103,12,31.90262981,34.5830967,3,0,28.85281048,nan,dairy
470,8/6/2024,400,6,32.42965852,89.77573719,1,0,23.19087389,Beginner,GRAINS
471,1/31/2022,444,5,28.79789439,83.93084329,0,0,16.55345733,intermediate,MEAT
472,6/23/2024,225,5,34.45154545,35.52571519,6,0,37.61133144,EXPERT,MEAT
473,10/24/2023,314,9,10.26069248,63.11941813,1,0,27.66687742,Beginner,Vegetables
474,9/15/2022,300,8,26.00007417,35.95813217,3,0,34.38378149,nan,GRAINS
475,12/2/2022,132,14,14.21110963,85.12408264,4,0,28.0928787,EXPERT,MeAt
476,1/16/2022,251,13,10.22681012,89.50455703,6,0,7.961529231,nan,GRAINS
477,11/10/2023,382,16,12.77019905,60.76321487,4,0,13.36826784,nan,MeAt
478,11/21/2022,260,17,18.2095307,86.94672859,0,0,15.1071098,EXPERT,Vegetables
479,3/28/2024,204,8,31.3182005,37.46296987,3,0,27.99368344,nan,dairy
480,8/11/2022,212,12,17.80370142,64.75598123,3,0,29.89807878,intermediate,MEAT
481,6/29/2022,127,9,20.45999472,65.77929113,2,0,38.84579148,Intermediate,GRAINS
482,4/10/2022,,14,26.28798667,84.64059477,6,0,47.3471717,intermediate,MEAT
483,6/6/2023,317,6,33.9330722,35.99200927,1,0,36.28343598,intermediate,GRAINS
484,1/23/2022,485,19,19.80378029,34.1103244,6,0,43.68003786,Intermediate,MeAt
485,7/16/2024,192,7,19.2983167,67.64919431,1,0,22.00973174,Intermediate,Vegetables
486,1/28/2024,323,16,15.43022744,54.95663427,6,0,14.05687047,intermediate,MEAT
487,3/8/2023,387,7,10.39552729,48.19164357,2,0,33.44086438,nan,Vegetables
488,8/19/2023,493,10,14.97140694,50.24040846,5,0,39.79325756,Intermediate,
489,6/17/2024,439,15,21.50405661,40.32663617,0,0,41.23025831,Intermediate,MEAT
490,7/23/2022,406,5,21.64532018,56.9311843,5,0,17.7513831,EXPERT,MEAT
491,1/31/2024,255,6,10.04699709,83.76244798,2,0,5.172671548,Intermediate,GRAINS
492,4/4/2022,152,14,-10,82.11309038,0,0,8.452527208,Intermediate,GRAINS
493,8/26/2023,195,9,16.65048195,59.83874677,5,0,30.30932184,Intermediate,GRAINS
494,3/10/2022,487,12,21.05746906,34.45445238,3,0,45.84809449,EXPERT,GRAINS
495,8/11/2024,220,16,19.09232812,42.24147994,6,0,17.8070172,EXPERT,Vegetables
496,10/12/2022,211,18,15.86403233,80.31295289,2,0,33.382285,Beginner,MeAt
497,5/15/2024,306,15,29.69282539,42.32408451,2,0,13.67917559,Beginner,MEAT
498,3/11/2023,150,6,25.08048526,37.19722158,5,0,11.62521835,EXPERT,MEAT
499,6/3/2022,451,16,24.93689657,70.52521245,4,1,19.53948657,Intermediate,MeAt
500,3/17/2022,290,8,27.87310101,49.82448023,3,0,37.9574801,Beginner,GRAINS
501,2/28/2024,470,6,13.05941893,40.32535376,2,0,29.50679519,Beginner,MEAT
502,8/4/2023,363,6,22.04087116,76.61568062,4,0,36.99504329,intermediate,dairy
503,3/23/2023,269,17,30.79657783,76.98099824,3,0,39.43372252,nan,MEAT
504,7/8/2022,289,14,29.1930972,83.28234386,4,0,14.81784483,intermediate,MeAt
505,9/29/2022,227,6,16.3556145,89.69147838,3,0,31.44636582,Beginner,dairy
506,8/25/2022,,13,13.64391421,86.79866604,3,0,25.44252786,nan,Barley
507,5/3/2023,228,18,25.21216032,53.10720719,2,0,34.1076753,Beginner,Vegetables
508,7/14/2023,278,13,20.75842944,70.53480552,4,0,16.68214777,intermediate,Vegetables
509,4/28/2022,360,8,12.56981011,89.03041877,3,0,44.06761829,intermediate,dairy
510,5/30/2024,434,13,12.22100613,88.62625398,3,0,10.46367075,EXPERT,MeAt
511,5/28/2023,284,6,23.31202981,70.93163284,6,0,18.69088387,Beginner,Vegetables
512,10/6/2023,198,5,21.54867342,71.89866943,4,0,39.239869,EXPERT,MeAt
513,5/7/2022,147,9,23.35605515,58.17850648,5,0,21.36404115,nan,dairy
514,4/27/2022,,19,13.64805185,58.37382797,2,0,10.00439363,Intermediate,Vegetables
515,4/19/2023,244,12,34.53090936,38.34695093,2,0,12.97072149,intermediate,Barley
516,2/2/2022,158,7,22.07921301,82.45360345,2,0,24.16719688,Intermediate,Vegetables
517,2/27/2022,152,18,29.3205695,61.96055321,6,0,28.54458747,nan,MEAT
518,9/7/2024,485,15,17.41224453,76.24455185,5,0,43.29283547,Intermediate,Vegetables
519,1/5/2023,198,15,23.30650533,89.43276197,3,0,19.73394314,nan,Barley
520,9/26/2022,4510,8,18.07826643,52.48821407,0,0,7.293869466,Beginner,dairy
521,2/16/2022,120,13,16.31271874,87.97460464,2,0,18.41340427,intermediate,Barley
522,12/16/2022,325,19,19.8591331,47.90609474,4,0,9.710418674,nan,Barley
523,7/15/2022,332,18,25.15471784,68.27262556,4,0,12.40827927,EXPERT,Barley
524,6/18/2024,168,14,28.73209282,85.53133247,1,0,11.1580325,EXPERT,Barley
525,1/16/2024,332,8,10.27579036,51.73057529,1,0,10.01694595,Intermediate,dairy
526,6/12/2024,487,7,13.52399069,67.84202827,2,0,39.84887726,Intermediate,
527,3/20/2023,441,8,18.58901187,54.14679825,0,0,42.13451171,Beginner,Barley
528,3/3/2024,109,17,11.56355567,40.81174525,6,1,5.901045338,Intermediate,MEAT
529,11/1/2022,260,12,13.98218613,77.55128352,1,0,33.47611748,nan,MEAT
530,12/8/2022,257,5,31.17918403,66.12701912,3,0,36.23078363,EXPERT,dairy
531,7/25/2024,416,9,28.93704712,42.88007184,3,0,47.47001501,Beginner,MEAT
532,5/30/2022,141,5,25.30644965,61.89596788,0,0,21.19073421,EXPERT,MEAT
533,5/5/2022,367,12,33.53093761,84.44280988,3,0,14.67124391,Beginner,Vegetables
534,4/26/2024,171,9,20.72217197,88.91434188,4,0,8.791896477,intermediate,MeAt
535,6/4/2024,434,10,20.09944691,41.38891818,1,0,6.114419491,intermediate,MEAT
536,2/20/2022,487,9,33.60759087,79.5623431,6,0,42.45877325,EXPERT,MeAt
537,12/20/2022,383,14,60,31.84740298,1,0,6.391889663,EXPERT,dairy
538,9/25/2024,291,13,28.49178252,55.1633767,2,0,21.7849926,EXPERT,Vegetables
539,5/23/2022,497,19,25.41511455,43.11059006,0,1,19.36055704,EXPERT,MeAt
540,4/16/2023,205,15,30.5451611,85.81025793,6,0,15.96070066,nan,dairy
541,2/4/2023,250,8,32.64727762,36.77589856,5,0,5.852543152,Intermediate,dairy
542,7/18/2024,160,6,19.93453476,86.17602836,3,0,25.98139767,Intermediate,dairy
543,11/17/2022,409,14,31.72251564,70.84535358,3,0,15.9710872,EXPERT,Barley
544,1/20/2022,357,13,10.46069297,81.98319086,3,0,26.44075721,nan,Vegetables
545,6/26/2024,339,7,18.49443679,72.22753866,2,0,19.21987135,intermediate,Vegetables
546,4/30/2024,261,16,31.32724059,41.21486644,1,0,42.24538377,intermediate,MEAT
547,6/13/2024,237,8,26.60469786,62.97637611,3,0,22.3499104,EXPERT,Vegetables
548,2/12/2023,345,17,30.23824939,81.80404601,6,0,5.041823759,intermediate,dairy
549,11/25/2023,231,14,31.9817165,82.64133673,5,0,26.51715156,nan,MEAT
550,2/8/2022,150,14,21.14895768,52.89671639,1,0,18.8388408,Beginner,Vegetables
551,6/25/2022,144,18,22.33192117,69.91752612,5,0,10.24065187,EXPERT,MEAT
552,9/3/2022,222,10,23.33779813,80.82836938,5,0,36.08268418,nan,MEAT
553,6/11/2024,384,13,20.71576367,74.40968213,1,0,16.58655393,nan,Vegetables
554,12/23/2023,290,19,12.34392302,65.62814885,5,1,13.69220038,Beginner,Vegetables
555,8/1/2024,445,10,21.19007351,78.43135913,3,0,34.4204038,Beginner,Vegetables
556,7/13/2024,451,16,17.06077247,67.51228617,5,0,10.14067124,intermediate,MeAt
557,6/4/2022,330,6,29.59581384,32.69121408,5,0,49.44872926,Intermediate,MEAT
558,10/1/2023,438,12,30.05326395,30.78177407,6,0,46.21134125,intermediate,dairy
559,10/15/2022,101,10,26.54080876,72.54082346,5,0,5.750411607,Beginner,MeAt
560,9/18/2023,286,15,60,53.51149778,0,0,21.34727584,EXPERT,dairy
561,7/24/2023,496,6,15.81613846,66.19750834,0,0,42.00026507,EXPERT,Barley
562,3/12/2024,473,18,27.14778178,38.5302268,1,0,10.07794342,EXPERT,Vegetables
563,5/8/2022,161,11,32.06333715,57.0279181,6,0,9.436740361,intermediate,MeAt
564,11/19/2022,307,10,17.42173186,32.06767557,5,0,13.94663274,Beginner,dairy
565,9/13/2022,243,19,15.77827281,61.91476239,1,0,39.46872087,EXPERT,dairy
566,3/1/2024,296,15,15.89643998,56.92881874,4,0,38.5171284,Intermediate,Vegetables
567,7/10/2022,484,6,23.58251308,60.1292166,6,0,25.97523317,nan,Vegetables
568,4/26/2022,388,15,28.72904098,46.29412589,1,0,28.63662885,EXPERT,dairy
569,8/30/2023,323,5,16.08694921,48.115002,2,0,22.93891224,Intermediate,Vegetables
570,6/30/2022,207,7,15.08945701,62.9750194,3,0,45.74924771,intermediate,Vegetables
571,10/29/2022,251,13,26.67428792,74.07467539,5,0,32.83746301,nan,MEAT
572,4/9/2024,264,6,29.50532659,58.93586168,1,0,36.53895646,Beginner,Vegetables
573,6/19/2024,133,7,17.264689,34.10004629,2,0,8.137374163,EXPERT,Barley
574,2/20/2024,319,17,13.7249934,58.91204876,1,0,19.04863477,nan,Barley
575,1/10/2024,328,15,19.38149761,85.86059825,2,1,15.42195611,EXPERT,Barley
576,6/2/2023,193,8,18.06319945,70.01199963,4,0,8.191218177,nan,dairy
577,1/8/2023,136,5,27.94089465,35.38872926,6,0,40.58109959,nan,MeAt
578,2/15/2022,234,9,30.46964108,31.63050097,1,0,17.70181117,Beginner,dairy
579,9/4/2024,127,16,19.47567816,45.2014302,2,0,36.27132709,EXPERT,dairy
580,3/13/2024,164,5,34.7781608,42.80360088,2,0,31.83952796,EXPERT,dairy
581,6/21/2022,185,13,10.52152848,79.77525341,1,0,30.51017583,Intermediate,MEAT
582,5/27/2023,185,16,26.85759516,33.13191774,5,0,11.38974167,Intermediate,Vegetables
583,2/18/2022,266,9,13.97345708,72.46129958,4,0,39.71804279,intermediate,MeAt
584,7/11/2022,476,12,22.8498967,38.33227958,0,0,25.04239367,EXPERT,MEAT
585,6/24/2024,334,12,29.84974291,63.20274097,0,0,42.63870185,nan,Barley
586,5/31/2023,168,19,15.29956227,35.12048019,2,0,18.78354486,,Vegetables
587,1/11/2024,263,11,23.46739168,53.5094378,3,0,43.20157413,Intermediate,MEAT
588,4/26/2023,328,5,29.21499512,86.63893832,2,1,44.20632323,nan,Barley
589,2/14/2024,140,17,22.16494156,75.22978203,2,0,42.32233176,Beginner,dairy
590,12/8/2023,225,11,23.48890551,55.65010988,4,0,46.68387246,intermediate,MeAt
591,1/27/2022,413,6,14.34383688,84.21647066,3,0,38.23276453,intermediate,dairy
592,3/14/2023,162,5,29.31556819,54.08673785,1,1,33.62307892,Intermediate,MEAT
593,1/23/2022,485,19,19.34055808,34.1103244,6,0,43.68003786,Intermediate,MeAt
594,12/31/2022,319,15,14.15829019,79.1878683,5,0,33.21357955,Intermediate,Vegetables
595,8/18/2022,153,8,15.92569643,,3,0,40.001506,,dairy
596,2/7/2022,274,8,26.90130643,43.60382298,0,0,39.53744738,Intermediate,dairy
597,11/1/2023,173,15,13.13083926,44.74844636,2,0,25.12404645,EXPERT,dairy
598,2/4/2022,287,13,11.61159056,40.14486422,4,0,9.162519707,Beginner,dairy
599,1/10/2023,448,15,34.41813097,32.64971617,1,0,24.61978313,EXPERT,GRAINS
600,4/15/2023,223,11,20.56722783,63.87774306,5,0,15.40759677,nan,Vegetables
601,2/5/2022,370,9,31.14547634,53.38556325,5,0,40.11565382,Intermediate,GRAINS
602,11/19/2023,420,16,26.89955689,89.54653736,6,0,36.76803065,EXPERT,dairy
603,1/29/2024,371,16,13.44557248,75.54413636,0,0,45.06064798,Beginner,Vegetables
604,7/9/2024,487,13,23.94951847,42.78510052,1,0,40.23501041,nan,Vegetables
605,7/19/2024,221,16,12.3351993,62.51940449,4,0,40.63710303,Intermediate,Vegetables
606,5/19/2023,291,5,29.65689892,77.77443573,4,0,40.68783628,EXPERT,MEAT
607,2/6/2022,289,10,35.11676371,52.7701742,6,0,35.31657801,Beginner,GRAINS
608,6/14/2024,2830,14,15.40226133,71.38673095,4,0,27.80086059,EXPERT,MEAT
609,8/3/2023,189,10,23.13761555,63.67761258,3,0,38.48128612,Intermediate,MEAT
610,6/10/2022,330,6,24.83196621,82.93551337,4,0,24.01952152,EXPERT,MEAT
611,11/12/2023,293,7,12.37529247,68.12661874,6,0,14.44539333,nan,MEAT
612,6/12/2022,242,7,21.98197321,45.49039525,6,0,5.472213851,nan,Vegetables
613,12/7/2023,138,5,16.73328246,63.79947852,3,0,35.21327327,EXPERT,GRAINS
614,1/27/2024,429,7,29.5099944,68.43813557,5,0,31.97178468,intermediate,MeAt
615,3/11/2024,388,17,14.45631167,33.11371797,0,0,14.86067291,intermediate,dairy
616,1/25/2024,243,19,19.63439708,48.6050723,3,0,37.7991412,intermediate,MEAT
617,3/25/2024,382,13,33.24042307,84.39433264,0,0,32.82308594,EXPERT,GRAINS
